Campaign ID,Campaign name,Campaign status,Paid impressions,Paid Pin clicks,Spend in account currency,Pin clicks,Impressions,Conversions,Total conversions (Checkout),Total order value (Checkout),Date
C626755902689,TNT_CVR_Prospecting_Catalog,PAUSED,0,0,0.0,0,10,0,0,0.0,2025-10-15
C626755902689,TNT_CVR_Prospecting_Catalog,PAUSED,0,0,0.0,1,12,8,0,0.0,2025-10-16
C626755902689,TNT_CVR_Prospecting_Catalog,PAUSED,0,0,0.0,0,1,0,0,0.0,2025-10-17
C626755902689,TNT_CVR_Prospecting_Catalog,PAUSED,0,0,0.0,0,5,0,0,0.0,2025-10-18
C626755902689,TNT_CVR_Prospecting_Catalog,PAUSED,0,0,0.0,0,10,0,0,0.0,2025-10-19
C626755902689,TNT_CVR_Prospecting_Catalog,PAUSED,0,0,0.0,0,5,0,0,0.0,2025-10-20
C626755902689,TNT_CVR_Prospecting_Catalog,PAUSED,0,0,0.0,0,6,0,0,0.0,2025-10-21
C626755902689,TNT_CVR_Prospecting_Catalog,PAUSED,0,0,0.0,0,3,0,0,0.0,2025-10-22
C626755902689,TNT_CVR_Prospecting_Catalog,PAUSED,0,0,0.0,0,3,0,0,0.0,2025-10-23
C626755902689,TNT_CVR_Prospecting_Catalog,PAUSED,0,0,0.0,0,4,0,0,0.0,2025-10-24
C626755902689,TNT_CVR_Prospecting_Catalog,PAUSED,0,0,0.0,0,14,0,0,0.0,2025-10-25
C626755902689,TNT_CVR_Prospecting_Catalog,PAUSED,0,0,0.0,0,4,0,0,0.0,2025-10-26
C626755902689,TNT_CVR_Prospecting_Catalog,PAUSED,0,0,0.0,0,1,0,0,0.0,2025-10-27
C626755902689,TNT_CVR_Prospecting_Catalog,PAUSED,0,0,0.0,0,1,0,0,0.0,2025-10-28
C626755902689,TNT_CVR_Prospecting_Catalog,PAUSED,0,0,0.0,0,1,0,0,0.0,2025-10-29
C626755902689,TNT_CVR_Prospecting_Catalog,PAUSED,0,0,0.0,0,5,0,0,0.0,2025-10-30
C626755902689,TNT_CVR_Prospecting_Catalog,PAUSED,0,0,0.0,1,5,0,0,0.0,2025-11-01
C626755902689,TNT_CVR_Prospecting_Catalog,PAUSED,0,0,0.0,1,6,10,0,0.0,2025-11-02
C626755902689,TNT_CVR_Prospecting_Catalog,PAUSED,0,0,0.0,0,2,0,0,0.0,2025-11-04
C626755902689,TNT_CVR_Prospecting_Catalog,PAUSED,0,0,0.0,0,4,0,0,0.0,2025-11-05
C626755902689,TNT_CVR_Prospecting_Catalog,PAUSED,0,0,0.0,0,5,0,0,0.0,2025-11-06
C626755902689,TNT_CVR_Prospecting_Catalog,PAUSED,0,0,0.0,0,1,0,0,0.0,2025-11-07
C626755902689,TNT_CVR_Prospecting_Catalog,PAUSED,0,0,0.0,0,6,0,0,0.0,2025-11-08
C626755902689,TNT_CVR_Prospecting_Catalog,PAUSED,0,0,0.0,0,11,0,0,0.0,2025-11-09
C626755902689,TNT_CVR_Prospecting_Catalog,PAUSED,0,0,0.0,0,5,0,0,0.0,2025-11-10
C626755902689,TNT_CVR_Prospecting_Catalog,PAUSED,0,0,0.0,0,6,0,0,0.0,2025-11-11
C626755902689,TNT_CVR_Prospecting_Catalog,PAUSED,0,0,0.0,0,2,0,0,0.0,2025-11-12
C626755902689,TNT_CVR_Prospecting_Catalog,PAUSED,0,0,0.0,1,7,0,0,0.0,2025-11-14
C626755902689,TNT_CVR_Prospecting_Catalog,PAUSED,0,0,0.0,1,6,0,0,0.0,2025-11-15
C626755902689,TNT_CVR_Prospecting_Catalog,PAUSED,0,0,0.0,1,8,0,0,0.0,2025-11-17
C626755902689,TNT_CVR_Prospecting_Catalog,PAUSED,0,0,0.0,0,4,0,0,0.0,2025-11-19
C626755902689,TNT_CVR_Prospecting_Catalog,PAUSED,0,0,0.0,0,1,0,0,0.0,2025-11-20
C626755902689,TNT_CVR_Prospecting_Catalog,PAUSED,0,0,0.0,0,3,0,0,0.0,2025-11-21
C626755902689,TNT_CVR_Prospecting_Catalog,PAUSED,0,0,0.0,0,20,0,0,0.0,2025-11-22
C626755902689,TNT_CVR_Prospecting_Catalog,PAUSED,0,0,0.0,0,3,0,0,0.0,2025-11-23
C626755902689,TNT_CVR_Prospecting_Catalog,PAUSED,0,0,0.0,0,4,0,0,0.0,2025-11-24
C626755902689,TNT_CVR_Prospecting_Catalog,PAUSED,0,0,0.0,0,5,0,0,0.0,2025-11-25
C626755902689,TNT_CVR_Prospecting_Catalog,PAUSED,0,0,0.0,0,9,0,0,0.0,2025-11-26
C626755902689,TNT_CVR_Prospecting_Catalog,PAUSED,0,0,0.0,0,2,0,0,0.0,2025-11-27
C626755902689,TNT_CVR_Prospecting_Catalog,PAUSED,0,0,0.0,0,3,0,0,0.0,2025-11-28
C626755902689,TNT_CVR_Prospecting_Catalog,PAUSED,0,0,0.0,0,3,0,0,0.0,2025-11-29
